kode_rs,nama_rs,alamat,telepon,kode_bps,kelas,kepemilikan,pemilik_raw,jenis_rs,lat,lng,is_valid_coord,needs_geocoding,sumber_data,coverage_periode
3501016,RS Umum Daerah dr. Darsono,Jalan Ahmad Yani 51,0357-881410,3501,C,pemerintah,Pemkab,RSU,-8.196066,111.100375,1,0,SIRS Kemenkes,2026-LIVE
3502010,RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,Jl. Raya Ponorogo-Pacitan Kel. Pakunden,0352-489262,3502,B,pemerintah,Pemkab,RSU,-7.889553,111.460799,1,0,SIRS Kemenkes,2026-LIVE
3502112,RS Umum Aisyiyah Ponorogo,Jl. Dr Sutomo 18-24,0352-461560,3502,C,swasta,SWASTA/LAINNYA,RSU,-7.868725,111.471513,1,0,SIRS Kemenkes,2026-LIVE
3502123,RS Umum Darmayu Ponorogo,Jalan Dr. Sutomo No. 44-50,(0352) 481320,3502,C,swasta,SWASTA/LAINNYA,RSU,-7.868403,111.473378,1,0,SIRS Kemenkes,2026-LIVE
3502134,RS Umum Muhammadiyah Ponorogo,Jalan Diponegoro No. 50,0352 481273,3502,C,swasta,SWASTA/LAINNYA,RSU,-7.866654,111.461329,1,0,SIRS Kemenkes,2026-LIVE
3503011,RS Umum Daerah dr. Soedomo Trenggalek,Jl. dr. Soetomo No. 02,0355-793110,3503,B,pemerintah,Pemkab,RSU,-8.058795,111.703845,1,0,SIRS Kemenkes,2026-LIVE
3503022,RS Umum Budi Asih Trenggalek,Jl. Mayjend Sungkono Nomor 80.,0355 7690686,3503,D,swasta,Organisasi Sosial,RSU,-8.0562,111.698,1,0,SIRS Kemenkes,2026-LIVE
3504012,RS Umum Daerah Dr. Iskak,Jl. Dr. Wahidin Sudiro Husodo,0355-322609,3504,A,pemerintah,Pemkab,RSU,-8.054866,111.918014,1,0,SIRS Kemenkes,2026-LIVE
3504045,RS Umum Islam Orpeha,Jl. KH. R. Abdul Fatah,0355 323186,3504,C,swasta,SWASTA/LAINNYA,RSU,-8.05105,111.87896,1,0,SIRS Kemenkes,2026-LIVE
3505013,RS Umum Daerah Ngudi Waluyo Wlingi,Jalan Doktor Sucipto 5,0342-691006,3505,B,pemerintah,Pemkab,RSU,-8.083685,112.31555,1,0,SIRS Kemenkes,2026-LIVE
3506014,RS Umum Daerah Kabupaten Kediri,Jl. Pahlawan Kusuma Bangsa No. 1,081333887744,3506,B,pemerintah,Pemkab,RSU,-7.7597,112.176,1,0,SIRS Kemenkes,2026-LIVE
3506025,RS Toeloengredjo,Jl. A Yani No. 25,082230309494,3506,C,swasta,SWASTA/LAINNYA,RSU,-7.765,112.197,1,0,SIRS Kemenkes,2026-LIVE
3506036,RS Umum Amelia,Jl. Pahlawan No. 25A,0354-394118,3506,D,swasta,SWASTA/LAINNYA,RSU,-7.762376,112.181856,1,0,SIRS Kemenkes,2026-LIVE
3507015,RS Bala Keselamatan Bokor,Jl. A.Yani No.91 Turen,0341-824453,3507,D,swasta,SWASTA/LAINNYA,RSU,-8.169896,112.699844,1,0,SIRS Kemenkes,2026-LIVE
3507026,RS Jiwa Dr. Radjiman Wediodiningrat Lawang,JL A Yani Lawang,08113430567,3507,A,pemerintah,Kemkes,RSK Jiwa,-7.824516,112.716244,1,0,SIRS Kemenkes,2026-LIVE
3579030,RS Umum Karsa Husada Kota Batu,Jl. A.Yani No.10-13,0341-591036,3579,B,pemerintah,Pemprop,RSU,-7.872318,112.523449,1,0,SIRS Kemenkes,2026-LIVE
3507052,RS Umum Daerah Kanjuruhan Kepanjen Kab. Malang,Jl. Panji No. 100,0341-395041,3507,B,pemerintah,Pemkab,RSU,-8.1405,112.571,1,0,SIRS Kemenkes,2026-LIVE
3579074,RS Baptis Batu,Jalan Raya Panglima Sudirman No. 33,(0341)594161,3579,C,swasta,Organisasi Katholik,RSU,-7.8848,112.53,1,0,SIRS Kemenkes,2026-LIVE
3508016,RS Umum Daerah Dr. Haryoto Kabupaten Lumajang,JL. BASUKI RAHMAT NO. 5,0334-881666,3508,B,pemerintah,Pemkab,RSU,-8.119889,113.227523,1,0,SIRS Kemenkes,2026-LIVE
3508053,RS Wijaya Kusuma Lumajang,Jl. Ahmad Yani Nomor. 149,085179695149,3508,C,swasta,SWASTA/LAINNYA,RSU,-8.108688,113.231137,1,0,SIRS Kemenkes,2026-LIVE
3509010,RS Umum Daerah Dr. Soebandi Jember,Jl. Dr. Soebandi No.124,0331-487441,3509,B,pemerintah,Pemkab,RSU,-8.197788,113.697829,1,0,SIRS Kemenkes,2026-LIVE
3509021,RS Perkebunan PTPN X (Persero) Jember,Jalan Bedadung Nomor 2,0331-487104,3509,C,pemerintah,BUMN,RSU,-8.167885,113.70555,1,0,SIRS Kemenkes,2026-LIVE
3509032,RS Tk. III Baladhika Husada Jember,Jl. PB Sudirman No. 45,0331-484674,3509,C,tni_polri,TNI AD,RSU,-8.163536,113.706223,1,0,SIRS Kemenkes,2026-LIVE
3509043,RS Paru Jember,Jl. Nusa Indah No. 28 Jember,0331-411781,3509,B,pemerintah,Pemprop,RSK PARU,-8.1606,113.701,1,0,SIRS Kemenkes,2026-LIVE
3509101,RS Utama Husada Jember,Jalan Manggar Nomor 134,0336- 881186,3509,D,swasta,SWASTA/LAINNYA,RSU,-8.344112,113.598476,1,0,SIRS Kemenkes,2026-LIVE
3509112,RS Gigi dan Mulut Universitas Jember,Jl. Kalimantan No. 37,081388862288,3509,C,pemerintah,Kementerian Lain,RSK GM,-8.1763,113.714,1,0,SIRS Kemenkes,2026-LIVE
3509123,RS Daerah Kalisat Jember,Jl. M.H.Thamrin No.31,0331-591038,3509,C,pemerintah,Pemkab,RSU,-8.13306,113.820935,1,0,SIRS Kemenkes,2026-LIVE
3509134,RS Daerah Balung Jember,"Jalan Rambipuji, No 19",0336-621595,3509,C,pemerintah,Pemkab,RSU,-8.264424,113.542333,1,0,SIRS Kemenkes,2026-LIVE
3510010,RS Umum Daerah Blambangan,Jl. Letkol Istiqlah Nomor. 49,0333-421118,3510,B,pemerintah,Pemkab,RSU,-8.208935,114.365876,1,0,SIRS Kemenkes,2026-LIVE
3510021,RS Umum Bhakti Husada,Jl. RS Bhakti Husada no 11,(0333)821224,3510,C,swasta,SWASTA/LAINNYA,RSU,-8.309592,114.039869,1,0,SIRS Kemenkes,2026-LIVE
3510043,RS Umum Daerah Genteng,Jl. Hasanudin No.98,0333-845839,3510,C,pemerintah,Pemkab,RSU,-8.365306,114.163841,1,0,SIRS Kemenkes,2026-LIVE
3510054,RS Islam Fatimah,Jl. Jember nomor 25,(0333) 421451,3510,C,swasta,SWASTA/LAINNYA,RSU,-8.2616,114.334,1,0,SIRS Kemenkes,2026-LIVE
3510076,RS Yasmin,Jl. Letkol Istiqlah Nomor 80-84,0333-424671,3510,C,swasta,SWASTA/LAINNYA,RSU,-8.207141,114.363324,1,0,SIRS Kemenkes,2026-LIVE
3510102,RS Nahdlatul Ulama Banyuwangi,Jl. Raya Mangir No. 9,0333 632965,3510,C,swasta,SWASTA/LAINNYA,RSU,-8.346902,114.281401,1,0,SIRS Kemenkes,2026-LIVE
3511011,RS Umum dr. H.Koesnadi Bondowoso,Jl. Piere Tendean No. 3 Bondowoso,0332-421263,3511,B,pemerintah,Pemkab,RSU,-7.918692,113.814618,1,0,SIRS Kemenkes,2026-LIVE
3512012,RS Umum Daerah dr. Abdoer Rahem Situbondo,Jl. Anggrek No. 68,0338-671028,3512,C,pemerintah,Pemkab,RSU,-7.695492,113.995515,1,0,SIRS Kemenkes,2026-LIVE
3512034,RS Elizabeth,Jl. WR Supratman Nomor 2A,0338-671174,3512,C,swasta,SWASTA/LAINNYA,RSU,-7.7042,114.015,1,0,SIRS Kemenkes,2026-LIVE
3513013,RS Umum Daerah Waluyo Jati Kraksaan,Jalan Dr. Soetomo No. 1,(0335) 841481,3513,B,pemerintah,Pemkab,RSU,-7.7618,113.437,1,0,SIRS Kemenkes,2026-LIVE
3513024,RS Graha Sehat,Jl. Raya Panglima Sudirman No.2,0335-846500,3513,C,swasta,SWASTA/LAINNYA,RSU,-7.755783,113.439551,1,0,SIRS Kemenkes,2026-LIVE
3514025,RS Islam Masyithoh Bangil,JL. Ahmad Yani No 6-7,0343-741018,3514,C,swasta,SWASTA/LAINNYA,RSU,-7.6047,112.819,1,0,SIRS Kemenkes,2026-LIVE
3514036,RS Umum Daerah Bangil,Jalan Raya Raci,0343-744900,3514,B,pemerintah,Pemkab,RSU,-7.60545,112.818748,1,0,SIRS Kemenkes,2026-LIVE
3515015,RS Umum Daerah R. T. Notopuro Sidoarjo,"Jl. Mojopahit No. 667 Kelurahan Celep, Kecamatan Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61215",031-8961649,3515,A,pemerintah,Pemkab,RSU,-7.465147,112.716242,1,0,SIRS Kemenkes,2026-LIVE
3515026,RS Siti Khodijah Muhammadiyah Cabang Sepanjang,Jl. Raya Bebekan,031-7882123,3515,B,swasta,SWASTA/LAINNYA,RSU,-7.339518,112.703283,1,0,SIRS Kemenkes,2026-LIVE
3515030,RS Bhayangkara TK.III Pusdik Sabhara Porong,JL. RAYA PORONG NO.1,0343-856444,3515,C,tni_polri,POLRI,RSU,-7.542967,112.698369,1,0,SIRS Kemenkes,2026-LIVE
3515096,RS Umum Delta Surya,JL. PAHLAWAN NO. 09,(031) 8962531,3515,C,swasta,Perusahaan,RSU,-7.446985,112.701573,1,0,SIRS Kemenkes,2026-LIVE
3515106,RS Islam Siti Hajar Sidoarjo,Jl. Raden Patah No. 70-72,031-8921233,3515,B,swasta,SWASTA/LAINNYA,RSU,-7.457691,112.722105,1,0,SIRS Kemenkes,2026-LIVE
3515110,RS Umum Jasem,Jl. Samanhudi No.85 A,089528492454,3515,D,swasta,SWASTA/LAINNYA,RSU,-7.4593,112.722,1,0,SIRS Kemenkes,2026-LIVE
3516016,RS Umum Daerah Sumberglagah,Dsn. Sumberglagah Ds. Tanjungkenongo Kec. Pacet Mojokerto,0321690441,3516,C,pemerintah,Pemprop,RSU,-7.607145,112.541718,1,0,SIRS Kemenkes,2026-LIVE
3516020,RS Umum Daerah Prof. Dr. Soekandar,Jl. Hayam Wuruk No 25 Mojosari,0321-591591,3516,B,pemerintah,Pemkab,RSU,-7.518672,112.559846,1,0,SIRS Kemenkes,2026-LIVE
3576076,RS Emma,Jl. Raya Ijen No.67,(0321)328737,3576,C,swasta,Organisasi Sosial,RSU,-7.4728,112.431,1,0,SIRS Kemenkes,2026-LIVE
3517010,RS Umum Daerah Kab. Jombang,Jl. KH. Wahid Hasyim No. 52,0321863502,3517,B,pemerintah,Pemkab,RSU,-7.550716,112.237215,1,0,SIRS Kemenkes,2026-LIVE
3517021,RS Kristen Mojowarno,Jalan Merdeka No.59,0321-495093,3517,C,swasta,Organisasi Protestan,RSU,-7.635355,112.301762,1,0,SIRS Kemenkes,2026-LIVE
3517043,RS Ibu dan Anak Muslimat Jombang,Jl. Urip Sumoharjo Nomor 34 Jombang,0321-872200,3517,C,swasta,SWASTA/LAINNYA,RSIA,-7.550415,112.232429,1,0,SIRS Kemenkes,2026-LIVE
3517076,RS Umum Islam Jombang,Jl. Brigjen Kretarto No. 22 A,0321-860074,3517,D,swasta,SWASTA/LAINNYA,RSU,-7.543999,112.22719,1,0,SIRS Kemenkes,2026-LIVE
3518011,RS Umum Daerah Nganjuk,Jl. Dr. Soetomo No. 62,0358-321818,3518,B,pemerintah,Pemkab,RSU,-7.60534,111.897509,1,0,SIRS Kemenkes,2026-LIVE
3518022,RS Daerah Kertosono,Jl. Panglima Sudirman No.16,0358-5501604,3518,C,pemerintah,Pemkab,RSU,-7.60098,112.094178,1,0,SIRS Kemenkes,2026-LIVE
3519012,RS Umum Daerah Dungus,Jl. Raya Dungus - Wungu madiun,0351 456735,3519,C,pemerintah,Pemprop,RSU,-7.68958,111.616563,1,0,SIRS Kemenkes,2026-LIVE
3519023,RS Umum Daerah Caruban,Jl. A. Yani KM 2,0351-383956,3519,C,pemerintah,Pemkab,RSU,-7.552377,111.646684,1,0,SIRS Kemenkes,2026-LIVE
3520012,RS Umum Daerah dr. Sayidiman Magetan,Jalan Pahlawan Nomor 2,0351-895023,3520,C,pemerintah,Pemkab,RSU,-7.65247,111.336137,1,0,SIRS Kemenkes,2026-LIVE
3521013,RS Umum Daerah Dr. Soeroto Ngawi,Jl. Dr. Wahidin no. 27,0351-749023,3521,C,pemerintah,Pemkab,RSU,-7.975731,112.603955,1,0,SIRS Kemenkes,2026-LIVE
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Jl. Veteran No 36,0353-3412133,3522,B,pemerintah,Pemkab,RSU,-7.159544,111.899583,1,0,SIRS Kemenkes,2026-LIVE
3522025,Rumah Sakit Aisyiyah Bojonegoro,Jl KH Hasyim Asyari No 17,0353881748,3522,C,swasta,SWASTA/LAINNYA,RSU,-7.150728,111.879049,1,0,SIRS Kemenkes,2026-LIVE
3522036,RSI Muhammadiyah Sumberrejo,Jl. Raya Sumberrejo 1193,0353331056,3522,D,swasta,Organisasi Islam,RSU,-7.175705,112.004423,1,0,SIRS Kemenkes,2026-LIVE
3522047,RS Umum Daerah Sumberrejo,Jl. Raya No. 231 Sumberrejo,0353-331530,3522,C,pemerintah,Pemkab,RSU,-7.173903,111.99248,1,0,SIRS Kemenkes,2026-LIVE
3522058,RS umum Daerah Padangan,Jl. Dr. Soetomo No. 02,(0353) 551666,3522,C,pemerintah,Pemkab,RSU,-7.167632,111.609211,1,0,SIRS Kemenkes,2026-LIVE
3523015,RS Umum Daerah Dr. R. Koesma Tuban,Jl. dr. Wahidin Sudiro Husodo No. 800,0356-321010,3523,B,pemerintah,Pemkab,RSU,-6.89901,112.046265,1,0,SIRS Kemenkes,2026-LIVE
3523041,RS Medika Mulia Tuban,Jl. Mojopahit 699,0356 324618,3523,C,swasta,Organisasi Sosial,RSU,-6.917,112.049,1,0,SIRS Kemenkes,2026-LIVE
3523052,RS Muhammadiyah Tuban,Jl. Diponegoro No.1,0356321334,3523,D,swasta,SWASTA/LAINNYA,RSU,-6.887219,112.052553,1,0,SIRS Kemenkes,2026-LIVE
3524016,RS Umum Daerah Dr. Soegiri Lamongan,Jalan Kusuma Bangsa Nomor 7,,3524,B,pemerintah,Pemkab,RSU,-7.114204,112.410324,1,0,SIRS Kemenkes,2026-LIVE
3524020,RS Islam Nashrul Ummah,jl. Merpati No. 62,0322 321522,3524,C,swasta,SWASTA/LAINNYA,RSU,-7.1163,112.42,1,0,SIRS Kemenkes,2026-LIVE
3524031,RS Umum Muhammadiyah Lamongan,Jl Jaksa Agung Suprapto No 76,(0322)322834,3524,B,swasta,SWASTA/LAINNYA,RSU,-7.113845,112.398587,1,0,SIRS Kemenkes,2026-LIVE
3525010,RS Umum Daerah Ibnu Sina Kab. Gresik,Jl. Dr. Wahidin Sudirohusodo No. 243B,031-3951239,3525,B,pemerintah,Pemkab,RSU,-7.168001,112.601032,1,0,SIRS Kemenkes,2026-LIVE
3525021,RS Semen Gresik,Jl. RA. Kartini No. 280,031-3987840,3525,B,swasta,SWASTA/LAINNYA,RSU,-7.16615,112.642271,1,0,SIRS Kemenkes,2026-LIVE
3525043,RS Umum Nyai Ageng Pinatih Gresik,Jl. KH Abdul Karim 76-78,(031)3981167,3525,C,swasta,Organisasi Islam,RSU,-7.156834,112.65215,1,0,SIRS Kemenkes,2026-LIVE
3525076,RS Petrokimia Gresik,Jl. Jend. A. Yani No. 69,(031)3978658,3525,C,swasta,SWASTA/LAINNYA,RSU,-7.159271,112.64333,1,0,SIRS Kemenkes,2026-LIVE
3525087,RS Denisa,Jl. Dr. Wahidin Sudirohusodo No.736,"031-3958599, 39",3525,D,swasta,SWASTA/LAINNYA,RSU,,,0,1,SIRS Kemenkes,2026-LIVE
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,Jl. Pemuda Kaffa No. 9,3091111,3526,B,pemerintah,Pemkab,RSU,-7.1637,112.6503,1,0,SIRS Kemenkes,2026-LIVE
3527012,RS Umum Daerah dr. Mohammad Zyn Kab. Sampang,Jalan Rajawali Nomor 10,0323-323956,3527,B,pemerintah,Pemkab,RSU,-7.196777,113.243706,1,0,SIRS Kemenkes,2026-LIVE
3528013,RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,Jl. Raya Panglegur No.4,08113404400,3528,B,pemerintah,Pemkab,RSU,-7.1616,113.4747,1,0,SIRS Kemenkes,2026-LIVE
3528024,RS Umum Larasati Pamekasan,Jl. Mandilaras No.74-80,0324 328305,3528,D,swasta,SWASTA/LAINNYA,RSU,-7.148235,113.490992,1,0,SIRS Kemenkes,2026-LIVE
3529014,RS Umum Daerah dr. H. Moh. Anwar,Jl. Dr Cipto No. 42,08336102800,3529,B,pemerintah,Pemkab,RSU,-7.01366,113.861891,1,0,SIRS Kemenkes,2026-LIVE
3529025,RS Islam Garam Kalianget,Jl. Raya Kalianget No.1,082332632929,3529,C,swasta,Organisasi Islam,RSU,-7.047107,113.929923,1,0,SIRS Kemenkes,2026-LIVE
3571016,RS Umum Daerah Gambiran,JL. KAPTEN PIERRE TENDEAN 16,008113771008,3571,B,pemerintah,Pemkot,RSU,-7.839211,112.032101,1,0,SIRS Kemenkes,2026-LIVE
3571020,RS TK. IV 05.07.02 Kediri,Jl. Mayjen Sungkono No. 44,0354-687801,3571,C,tni_polri,TNI AD,RSU,-7.808619,112.009346,1,0,SIRS Kemenkes,2026-LIVE
3571031,RS Umum Bhayangkara Kediri,Jl. Kombes Pol Duryat 17,(0354) 671100,3571,B,tni_polri,POLRI,RSU,-7.822532,112.011855,1,0,SIRS Kemenkes,2026-LIVE
3571042,RS Baptis Kediri,JL BRIGJEN POL IBH PRANOTO NO 1 - 7,"684172, 682170",3571,B,swasta,Organisasi Protestan,RSU,-7.826887,112.032243,1,0,SIRS Kemenkes,2026-LIVE
3571053,RS Umum Daha Husada,JL. Veteran No. 48,0354-771062,3571,D,pemerintah,Pemprop,RSU,-7.8114,111.997,1,0,SIRS Kemenkes,2026-LIVE
3571111,RS Ibu dan Anak Nirmala Kediri,Jl. Jaksa Agung Suprapto No. 5,354772963,3571,C,swasta,SWASTA/LAINNYA,RSIA,-7.779861,111.999295,1,0,SIRS Kemenkes,2026-LIVE
3571122,RS Muhammadiyah Ahmad Dahlan,Jl. Gatot Subroto No. 84,(0354) 773115,3571,C,swasta,Organisasi Islam,RSU,-7.787941,112.000412,1,0,SIRS Kemenkes,2026-LIVE
3572010,RS Umum Daerah Mardi Waluyo,Jl. Kalimantan 113,0342-802118,3572,B,pemerintah,Pemkot,RSU,-8.109823,112.180083,1,0,SIRS Kemenkes,2026-LIVE
3572021,RS Katolik Budi Rahayu,Jl. A. Yani 18,0342-801066,3572,C,swasta,Organisasi Sosial,RSU,-8.09974,112.172182,1,0,SIRS Kemenkes,2026-LIVE
3572043,RS Umum Syuhada Haji,Jl. Tanjung No.158,801607,3572,C,swasta,SWASTA/LAINNYA,RSU,-8.087142,112.187802,1,0,SIRS Kemenkes,2026-LIVE
3505054,RS Umum An-Nisaa,Jl. Suparyono Timur No. 01,0342-692999,3505,D,swasta,SWASTA/LAINNYA,RSU,-8.09,112.288,1,0,SIRS Kemenkes,2026-LIVE
3573011,RS Umum Daerah Dr. Saiful Anwar,"Jalan Jaksa Agung Suprapto Nomor 2 kota malang , kecamatan klojen",0341-362101,3573,A,pemerintah,Pemprop,RSU,-7.972413,112.631422,1,0,SIRS Kemenkes,2026-LIVE
3573022,RS Tk. II Dr. Soepraoen,Jl. S. Supriadi No. 22,0341-325111,3573,B,tni_polri,TNI AD,RSU,-7.9896,112.620689,1,0,SIRS Kemenkes,2026-LIVE
3573044,RS Umum Panti Nirmala,Jl. Kebalen Wetan N0.2-8,362459,3573,B,swasta,SWASTA/LAINNYA,RSU,-7.994578,112.634053,1,0,SIRS Kemenkes,2026-LIVE
3573055,RS Umum Panti Waluya Sawahan Malang,Jl. Nusakambangan No.56 Kota Malang,0341-362017,3573,B,swasta,SWASTA/LAINNYA,RSU,-7.986746,112.624772,1,0,SIRS Kemenkes,2026-LIVE
3573066,RS Umum Lavalette Malang,Jalan W.R Supratman No. 10,(0341)-470805,3573,B,swasta,SWASTA/LAINNYA,RSU,-7.965745,112.637926,1,0,SIRS Kemenkes,2026-LIVE
3507070,RS Marsudi Waluyo,Jl. Raya Mondoroko km. 9 Dusun Magersari,(0341) 458974,3507,D,swasta,Organisasi Protestan,RSU,-7.909215,112.657844,1,0,SIRS Kemenkes,2026-LIVE
3507102,RS Angkatan Udara dr. Munir Lanud Abdulrachman Saleh,"Jl. Dr. M. Munir No.18 Lanud Abd. Saleh, Desa Saptorenggo Kec. Pakis Kab, Malang",0341 792273,3507,D,tni_polri,TNI AU,RSU,-7.933968,112.702725,1,0,SIRS Kemenkes,2026-LIVE
3573135,RS Ibu dan Anak Muhammadiyah Malang,jalan wahid hasyim 26,0341-326222,3573,C,swasta,SWASTA/LAINNYA,RSIA,-7.984488,112.6287,1,0,SIRS Kemenkes,2026-LIVE
3507204,RS Umum Islam Gondang Legi,Jl. Hayam Wuruk 66,879047 - 879879,3507,C,swasta,SWASTA/LAINNYA,RSU,-8.170151,112.640122,1,0,SIRS Kemenkes,2026-LIVE
3573215,RS Umum Islam Aisyiyah Malang,Jl. Sulawesi Nomor 16 Malang,081234468808,3573,C,swasta,SWASTA/LAINNYA,RSU,-7.988628,112.625453,1,0,SIRS Kemenkes,2026-LIVE
3573226,RS Islam Unisma Malang,Jl. MT. Haryono No. 139,(0341) 551356,3573,C,swasta,SWASTA/LAINNYA,RSU,-7.9402,112.609,1,0,SIRS Kemenkes,2026-LIVE
3507230,RS Sumber Sentosa,"Jalan Raya Kebonsari Nomor 221, Kec. Tumpang, Kab. Malang, 65156",0341787233,3507,D,swasta,SWASTA/LAINNYA,RSU,-8.013331,112.756499,1,0,SIRS Kemenkes,2026-LIVE
3507241,RS Umum Islam Madinah Kasembon,Jl. Raya Sukosari No.32,085706240914,3507,D,swasta,SWASTA/LAINNYA,RSU,-7.775143,112.30624,1,0,SIRS Kemenkes,2026-LIVE
3574012,RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo,Jl. Mayjend Panjaitan No.65,0335-433119,3574,B,pemerintah,Pemkot,RSU,-7.7489,113.21,1,0,SIRS Kemenkes,2026-LIVE
3574023,RS Umum Dharma Husada,Jl. Panjaitan No. 8-10,0335 422176,3574,C,swasta,SWASTA/LAINNYA,RSU,-7.752921,113.210029,1,0,SIRS Kemenkes,2026-LIVE
3513067,RS Umum Daerah Tongas,Jl. Raya Tongas No. 229,0335 511837,3513,C,pemerintah,Pemkab,RSU,-7.2471,112.7642,1,0,SIRS Kemenkes,2026-LIVE
3575013,RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan,Jl. Dr. Wahidin Sudirohusodo No. 1-4,,3575,C,pemerintah,Pemkot,RSU,-7.658636,112.896932,1,0,SIRS Kemenkes,2026-LIVE
3576014,RSUD dr. Wahidin Sudiro Husodo Kota Mojokerto,Jl. Raya Surodinawan 170,0321-322194,3576,B,pemerintah,Pemkot,RSU,-7.490921,112.419924,1,0,SIRS Kemenkes,2026-LIVE
3576036,RS Gatoel,Jl. Raden Wijaya No. 56,081217900100,3576,C,swasta,SWASTA/LAINNYA,RSU,-7.4806,112.433,1,0,SIRS Kemenkes,2026-LIVE
3576040,RS Reksa Waluya,Jl. Mojopahit No. 422,"0321 322170, 32",3576,C,swasta,Organisasi Sosial,RSU,-7.323648,112.728474,1,0,SIRS Kemenkes,2026-LIVE
3576051,RS Islam Hasanah Muhammadiyah,Jl. HOS Cokroaminoto No. 26-28,0321-321635,3576,C,swasta,Organisasi Islam,RSU,-7.468506,112.43679,1,0,SIRS Kemenkes,2026-LIVE
3516062,RS Islam Sakinah,"Jl. RA Basuni No.12, Desa Jampirogo, Kecamatan Sooko, Kabupaten Mojokerto, Provinsi Jawa Timur",321922,3516,C,swasta,SWASTA/LAINNYA,RSU,-7.503802,112.421485,1,0,SIRS Kemenkes,2026-LIVE
3516073,RS Umum Daerah Raden Achmad Basoeni,Jl. Raya Gedeg No.17,(0321) 364752,3516,C,pemerintah,Pemkab,RSU,-7.4559,112.41,1,0,SIRS Kemenkes,2026-LIVE
3577015,RS Umum Daerah Dr. Soedono Madiun,Jl. dr. Soetomo No 59,0351-454657,3577,B,pemerintah,Pemprop,RSU,-7.625698,111.524097,1,0,SIRS Kemenkes,2026-LIVE
3577026,RS Umum Santa Clara,Biliton 15,0351-469299,3577,C,swasta,SWASTA/LAINNYA,RSU,-7.620277,111.526345,1,0,SIRS Kemenkes,2026-LIVE
3577030,RS Umum TNI AD Tk. IV 05.04.01 Kota Madiun,Jl. Pahlawan No. 79,0351-454787,3577,D,tni_polri,TNI AD,RSU,-7.629595,111.51995,1,0,SIRS Kemenkes,2026-LIVE
3520041,RS Angkatan Udara dr. Efram Harsana,Jl. Marsma TNI Anumerta R. Iswahjudi,0812-8333-9424,3520,C,tni_polri,TNI AU,RSU,-7.603392,111.44261,1,0,SIRS Kemenkes,2026-LIVE
3577074,RS Umum Islam Siti Aisyah,Jl. Mayjen Sungkono No. 38-40,0351-464822,3577,C,swasta,SWASTA/LAINNYA,RSU,-7.63122,111.51985,1,0,SIRS Kemenkes,2026-LIVE
3577085,RS Umum Daerah Kota Madiun,Jl. Campursari No.12B Madiun,0351-481314,3577,C,pemerintah,Pemkot,RSU,-7.612091,111.519047,1,0,SIRS Kemenkes,2026-LIVE
3578016,RS Umum Daerah Dr. Soetomo,Jalan Mayjend Prof Dr Moestopo Nomor 6 - 8,031-5501001,3578,A,pemerintah,Pemprop,RSU,-7.266196,112.758129,1,0,SIRS Kemenkes,2026-LIVE
3578020,RSPAL dr. Ramelan,Jalan Gadung No. 1,031-8438153,3578,A,tni_polri,TNI AL,RSU,-7.3083,112.738,1,0,SIRS Kemenkes,2026-LIVE
3578031,RS William Booth Surabaya,Jl. Diponegoro 34,0315678917,3578,C,swasta,Organisasi Protestan,RSU,-7.2909,112.737,1,0,SIRS Kemenkes,2026-LIVE
3578042,RS Katolik St. Vincentius a Paulo,DIPONEGORO 51,031-5677562,3578,B,swasta,Organisasi Katholik,RSU,-7.2911,112.736,1,0,SIRS Kemenkes,2026-LIVE
3578053,RS Darmo,JL. RAYA DARMO NO. 90 SURABAYA,031-5676253,3578,C,swasta,Organisasi Sosial,RSU,-7.29756,112.727864,1,0,SIRS Kemenkes,2026-LIVE
3578064,RS Adi Husada Undaan,Jalan Undaan Wetan No. 40-44,031-5318000,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.254835,112.748134,1,0,SIRS Kemenkes,2026-LIVE
3578086,RS Primasatya Husada Citra (PHC) Surabaya,PRAPAT KURUNG SELATAN NOMOR 1,031-3294801-3,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.209639,112.736103,1,0,SIRS Kemenkes,2026-LIVE
3578090,RS TNI AL Dr. Oepomo,Jl. Laksda M.Nazir No.56 Surabaya,031-3293536,3578,D,tni_polri,TNI AL,RSU,-7.2124,112.724,1,0,SIRS Kemenkes,2026-LIVE
3578100,RS Umum Adi Husada Kapasari,Kapasari No. 97-101,031-3764555,3578,C,swasta,Organisasi Sosial,RSU,-7.242289,112.752615,1,0,SIRS Kemenkes,2026-LIVE
3578111,RS Islam Surabaya,Jalan jend ahmad yani nomor 2-4,0811363670,3578,B,swasta,SWASTA/LAINNYA,RSU,-7.0,112.739465,1,0,SIRS Kemenkes,2026-LIVE
3578122,RS Umum Tk. III Brawijaya,Jalan Ksatrian No 17,085141170005,3578,C,tni_polri,TNI AD,RSU,-7.301494,112.737547,1,0,SIRS Kemenkes,2026-LIVE
